Date,Open,High,Low,Close,Adj Close,Volume,MA50,MA200,Prev_day_close,Change_in_price,Pct_change,Prev_day_vol,Change_in_vol,Pct_change_in_vol
2013-01-02,71.0199966430664,71.0199966430664,70.30000305175781,70.83999633789062,53.1722526550293,12874200,,,,,,,,
2013-01-03,70.9800033569336,71.0,70.44999694824219,70.73999786376953,53.0971908569336,9598300,,,70.83999633789062,-0.09999847412109375,-0.0014116103795958068,12874200.0,-3275900.0,-0.25445464572555965
2013-01-04,71.23999786376953,71.7300033569336,71.01000213623047,71.55000305175781,53.70518112182617,11631800,,,70.73999786376953,0.8100051879882812,0.011450455363996248,9598300.0,2033500.0,0.2118604336184533
2013-01-07,71.5,71.52999877929688,71.19000244140625,71.4000015258789,53.59259033203125,7548800,,,71.55000305175781,-0.15000152587890625,-0.0020964572953322547,11631800.0,-4083000.0,-0.35102047834385053
2013-01-08,71.30999755859375,71.6500015258789,71.25,71.41000366210938,53.60008239746094,9825300,,,71.4000015258789,0.01000213623046875,0.0001400859386093689,7548800.0,2276500.0,0.3015711106401018
2013-01-09,71.63999938964844,71.8499984741211,71.5,71.7300033569336,53.84027862548828,7672800,,,71.41000366210938,0.31999969482421875,0.00448116059954784,9825300.0,-2152500.0,-0.21907728008305094
2013-01-10,71.80999755859375,72.37999725341797,71.73999786376953,72.19000244140625,54.18556594848633,11888500,,,71.7300033569336,0.45999908447265625,0.00641292434051155,7672800.0,4215700.0,0.5494343655510374
2013-01-11,72.19000244140625,72.58000183105469,72.16000366210938,72.3499984741211,54.305641174316406,7766700,,,72.19000244140625,0.15999603271484375,0.0022163184278143344,11888500.0,-4121800.0,-0.3467047987550995
2013-01-14,72.5999984741211,72.79000091552734,72.37000274658203,72.55999755859375,54.46327209472656,7386000,,,72.3499984741211,0.20999908447265625,0.002902544421583775,7766700.0,-380700.0,-0.04901695700876818
2013-01-15,72.25,72.44000244140625,72.0,72.37000274658203,54.32066345214844,7795100,,,72.55999755859375,-0.18999481201171875,-0.00261845119079962,7386000.0,409100.0,0.055388572975900274
2013-01-16,72.26000213623047,72.81999969482422,72.25,72.58000183105469,54.478294372558594,8779900,,,72.37000274658203,0.20999908447265625,0.0029017421100288043,7795100.0,984800.0,0.12633577503816507
2013-01-17,72.87999725341797,73.01000213623047,72.37000274658203,72.9000015258789,54.71847534179688,10570100,,,72.58000183105469,0.31999969482421875,0.0044089237634505896,8779900.0,1790200.0,0.20389753869634042
2013-01-18,72.9000015258789,73.2300033569336,72.79000091552734,73.2300033569336,54.96617126464844,13558600,,,72.9000015258789,0.3300018310546875,0.004526773993791311,10570100.0,2988500.0,0.2827314784155306
2013-01-22,72.91999816894531,73.20999908447266,72.41999816894531,72.69000244140625,54.56085586547852,11469800,,,73.2300033569336,-0.5400009155273438,-0.00737403920214641,13558600.0,-2088800.0,-0.15405720354608887
2013-01-23,72.5199966430664,72.91000366210938,72.47000122070312,72.8499984741211,54.68095016479492,10155100,,,72.69000244140625,0.15999603271484375,0.0022010734260713427,11469800.0,-1314700.0,-0.11462274843502063
2013-01-24,72.95999908447266,73.2300033569336,72.83999633789062,73.0999984741211,54.868614196777344,9369700,,,72.8499984741211,0.25,0.003431709062956312,10155100.0,-785400.0,-0.07734044962629616
2013-01-25,73.12999725341797,73.93000030517578,73.05999755859375,73.91999816894531,55.48409652709961,10421500,,,73.0999984741211,0.8199996948242188,0.011217506319299186,9369700.0,1051800.0,0.1122554617543785
2013-01-28,73.95999908447266,74.0,73.43000030517578,73.62000274658203,55.258914947509766,9420900,,,73.91999816894531,-0.29999542236328125,-0.004058379732067019,10421500.0,-1000600.0,-0.09601304994482562
2013-01-29,73.66999816894531,74.62000274658203,73.63999938964844,74.41000366210938,55.85187530517578,12386500,,,73.62000274658203,0.7900009155273438,0.010730791714946175,9420900.0,2965600.0,0.3147894574828307
2013-01-30,74.44999694824219,74.80000305175781,74.01000213623047,74.08999633789062,55.61168670654297,9245500,,,74.41000366210938,-0.32000732421875,-0.0043005954639093735,12386500.0,-3141000.0,-0.25358252936664916
2013-01-31,74.08000183105469,74.36000061035156,73.77999877929688,73.91999816894531,55.48409652709961,10448700,,,74.08999633789062,-0.1699981689453125,-0.002294482080550053,9245500.0,1203200.0,0.13013898653398948
2013-02-01,74.13999938964844,74.41999816894531,74.08000183105469,74.18000030517578,55.67924118041992,10016300,,,73.91999816894531,0.26000213623046875,0.0035173450036649623,10448700.0,-432400.0,-0.04138313857226261
2013-02-04,73.55999755859375,74.25,73.55999755859375,74.11000061035156,55.62670516967773,9200700,,,74.18000030517578,-0.06999969482421875,-0.0009436464617988971,10016300.0,-815600.0,-0.08142727354412305
2013-02-05,74.48999786376953,74.81999969482422,74.47000122070312,74.66000366210938,56.03955459594727,10230800,,,74.11000061035156,0.5500030517578125,0.007421441738336476,9200700.0,1030100.0,0.11195887269446891
2013-02-06,74.56999969482422,75.38999938964844,74.5199966430664,75.38999938964844,56.58746719360352,12084000,,,74.66000366210938,0.7299957275390625,0.009777601014363979,10230800.0,1853200.0,0.18113930484419605
2013-02-07,74.81999969482422,75.19999694824219,74.68000030517578,75.05999755859375,56.33975982666016,9798200,,,75.38999938964844,-0.3300018310546875,-0.004377262683729399,12084000.0,-2285800.0,-0.18915921880172126
2013-02-08,75.16999816894531,75.61000061035156,74.7300033569336,75.4800033569336,56.655029296875,8153300,,,75.05999755859375,0.42000579833984375,0.005595601012536422,9798200.0,-1644900.0,-0.16787777346859623
2013-02-11,75.27999877929688,75.5,75.05000305175781,75.41000366210938,56.60249710083008,5697100,,,75.4800033569336,-0.06999969482421875,-0.000927393901841822,8153300.0,-2456200.0,-0.30125225368869046
2013-02-12,75.41999816894531,75.86000061035156,75.41999816894531,75.80000305175781,56.89519500732422,7598900,,,75.41000366210938,0.3899993896484375,0.005171719542620856,5697100.0,1901800.0,0.33381896052377535
2013-02-13,75.79000091552734,75.87000274658203,75.37000274658203,75.66000366210938,56.790130615234375,8014800,,,75.80000305175781,-0.1399993896484375,-0.001846957572717245,7598900.0,415900.0,0.05473160589032622
2013-02-14,75.5,76.08999633789062,75.37999725341797,75.80999755859375,56.90271759033203,9681800,,,75.66000366210938,0.149993896484375,0.001982472762679599,8014800.0,1667000.0,0.2079902180965214
2013-02-15,75.72000122070312,76.16000366210938,75.51000213623047,76.16000366210938,57.16543960571289,10528400,,,75.80999755859375,0.350006103515625,0.0046168858301980364,9681800.0,846600.0,0.08744241773223993
2013-02-19,76.02999877929688,77.0,75.95999908447266,76.95999908447266,57.765899658203125,9747400,,,76.16000366210938,0.7999954223632812,0.01050414107006259,10528400.0,-781000.0,-0.07418031229816502
2013-02-20,76.79000091552734,76.97000122070312,76.54000091552734,76.6500015258789,57.533199310302734,7857500,,,76.95999908447266,-0.30999755859375,-0.004028034852930462,9747400.0,-1889900.0,-0.19388760079610978
2013-02-21,76.47000122070312,77.0199966430664,76.37999725341797,76.87000274658203,57.6983528137207,9465700,,,76.6500015258789,0.220001220703125,0.0028702050400983836,7857500.0,1608200.0,0.20467069678650973
2013-02-22,76.38999938964844,76.48999786376953,75.97000122070312,76.25,57.69079208374024,8571500,,,76.87000274658203,-0.6200027465820312,-0.0080656006820502,9465700.0,-894200.0,-0.09446739279715177
2013-02-25,76.47000122070312,76.66000366210938,75.56999969482422,75.56999969482422,57.17628479003906,10603300,,,76.25,-0.6800003051757812,-0.008918036789190564,8571500.0,2031800.0,0.23704135798868342
2013-02-26,75.87999725341797,76.33999633789062,75.5,75.75,57.31247329711914,10742100,,,75.56999969482422,0.18000030517578125,0.00238190162634222,10603300.0,138800.0,0.01309026435166416
2013-02-27,75.68000030517578,76.44999694824219,75.5999984741211,76.31999969482422,57.743751525878906,8180300,,,75.75,0.5699996948242188,0.0075247484465243986,10742100.0,-2561800.0,-0.2384822334552834
2013-02-28,76.2300033569336,76.48999786376953,76.11000061035156,76.11000061035156,57.58485794067383,11806300,,,76.31999969482422,-0.20999908447265625,-0.002751560342143189,8180300.0,3626000.0,0.4432600271383691
2013-03-01,75.79000091552734,76.7699966430664,75.7300033569336,76.69999694824219,58.031246185302734,9528300,,,76.11000061035156,0.589996337890625,0.007751889806323131,11806300.0,-2278000.0,-0.19294783293665252
2013-03-04,76.7300033569336,77.27999877929688,76.7300033569336,77.19999694824219,58.40954208374024,12628000,,,76.69999694824219,0.5,0.006518905083365389,9528300.0,3099700.0,0.32531511392378487
2013-03-05,77.55999755859375,77.70999908447266,77.44000244140625,77.66000366210938,58.75758743286133,9399400,,,77.19999694824219,0.4600067138671875,0.005958636425537511,12628000.0,-3228600.0,-0.2556699398162813
2013-03-06,77.69000244140625,77.73999786376953,77.22000122070312,77.38999938964844,58.55330657958984,8535200,,,77.66000366210938,-0.2700042724609375,-0.003476748129393581,9399400.0,-864200.0,-0.0919420388535438
2013-03-07,77.62000274658203,77.95999908447266,77.58999633789062,77.75,58.82568740844727,7996500,,,77.38999938964844,0.3600006103515625,0.004651771717157027,8535200.0,-538700.0,-0.06311509982191399
2013-03-08,77.83999633789062,78.22000122070312,77.69999694824219,78.19000244140625,59.15858459472656,8554100,,,77.75,0.44000244140625,0.0056591953878617485,7996500.0,557600.0,0.0697305070968548
2013-03-11,77.91999816894531,78.5199966430664,77.83999633789062,78.44000244140625,59.34773635864258,8807600,,,78.19000244140625,0.25,0.003197339713441494,8554100.0,253500.0,0.02963491191358525
2013-03-12,78.5,78.69000244140625,78.20999908447266,78.55999755859375,59.43852233886719,8790500,,,78.44000244140625,0.1199951171875,0.0015297694218856517,8807600.0,-17100.0,-0.001941505063808524
2013-03-13,78.5199966430664,78.66999816894531,78.19999694824219,78.55000305175781,59.43097686767578,7983400,,,78.55999755859375,-0.0099945068359375,-0.0001272213231483521,8790500.0,-807100.0,-0.09181502758659921
2013-03-14,78.66999816894531,79.0999984741211,78.48999786376953,79.0999984741211,59.84710311889648,10130400,74.84380065917969,,78.55000305175781,0.5499954223632812,0.007001851062957698,7983400.0,2147000.0,0.26893303604980323
2013-03-15,78.62000274658203,79.23999786376953,78.62000274658203,79.19000244140625,59.915184020996094,18296500,75.01080078125,,79.0999984741211,0.09000396728515625,0.0011378504301058356,10130400.0,8166100.0,0.8060984758745953
2013-03-18,78.72000122070312,79.19000244140625,78.69999694824219,78.80999755859375,59.627689361572266,8005400,75.17220077514648,,79.19000244140625,-0.3800048828125,-0.004798647191527339,18296500.0,-10291100.0,-0.5624627661028065
2013-03-19,78.9800033569336,79.08999633789062,78.5,78.86000061035156,59.66550064086914,7095800,75.31840072631836,,78.80999755859375,0.0500030517578125,0.0006344759967875646,8005400.0,-909600.0,-0.11362330426961798
2013-03-20,79.18000030517578,79.61000061035156,79.16999816894531,79.44999694824219,60.111907958984375,8000800,75.47940063476562,,78.86000061035156,0.589996337890625,0.0074815664890215405,7095800.0,905000.0,0.1275402350686321
2013-03-21,79.12000274658203,79.5,78.7699966430664,79.01000213623047,59.77899932861328,8436300,75.63140060424804,,79.44999694824219,-0.43999481201171875,-0.00553800917447933,8000800.0,435500.0,0.054432056794320616
2013-03-22,79.11000061035156,79.73999786376953,79.0199966430664,79.73999786376953,60.33130645751953,6873100,75.79160049438477,,79.01000213623047,0.7299957275390625,0.009239282468065158,8436300.0,-1563200.0,-0.18529450114386636
2013-03-25,79.83000183105469,79.94000244140625,79.47000122070312,79.68000030517578,60.28590774536133,9616600,75.94140045166016,,79.73999786376953,-0.05999755859375,-0.0007524148507785933,6873100.0,2743500.0,0.3991648601067932
2013-03-26,79.93000030517578,80.87999725341797,79.8499984741211,80.8499984741211,61.171142578125,12682900,76.11140045166016,,79.68000030517578,1.1699981689453125,0.014683711903416219,9616600.0,3066300.0,0.31885489674105183
2013-03-27,80.55999755859375,81.3499984741211,80.2699966430664,81.2699966430664,61.48893356323242,10703400,76.28560043334961,,80.8499984741211,0.4199981689453125,0.005194782645292717,12682900.0,-1979500.0,-0.15607629169984782
